w_power,w_airspeed,w_fc,pressure_altitude,temperature,propeller_pitch,manifold_pressure,optimal_power,optimal_airspeed,optimal_fc,objective_value
0.025,0.95,0.025,2.33491992062081e-9,30.999999999918842,2100.000000000047,15.000000000000632,31.16683442899808,94.15719986007295,5.947242793595347,90.37719179763413
0.05,0.9249999999999999,0.025,2.3565813276061117e-9,30.9999999999211,2100.0000000000477,15.000000000000632,31.16683442899797,94.15719986007298,5.947242793595333,88.80243266185727
0.075,0.9,0.025,2.3872221371083747e-9,30.999999999923492,2100.000000000048,15.000000000000632,31.16683442899784,94.15719986007292,5.947242793595326,87.22767352608035
0.1,0.875,0.025,2.435162876842793e-9,30.999999999926445,2100.0000000000487,15.000000000000629,31.166834428997667,94.15719986007291,5.9472427935953185,85.65291439030345
0.125,0.85,0.025,2.44220340421636e-9,30.999999999927685,2100.0000000000496,15.00000000000063,31.16683442899762,94.15719986007292,5.9472427935953185,84.07815525452656
0.15,0.825,0.025,2.4721987185455376e-9,30.99999999992946,2100.0000000000505,15.000000000000632,31.166834428997568,94.15719986007298,5.947242793595308,82.50339611874972
0.175,0.7999999999999999,0.025,2.500093318066234e-9,30.9999999999314,2100.000000000051,15.000000000000632,31.166834428997458,94.15719986007296,5.947242793595301,80.9286369829728
0.2,0.775,0.025,2.5344263560439147e-9,30.9999999999333,2100.000000000052,15.000000000000629,31.16683442899737,94.157199860073,5.947242793595297,79.35387784719593
0.225,0.75,0.025,2.561018576841869e-9,30.99999999993476,2100.0000000000523,15.000000000000632,31.166834428997323,94.157199860073,5.947242793595294,77.77911871141904
0.25,0.725,0.025,2.5927508291417513e-9,30.999999999936296,2100.000000000053,15.000000000000632,31.166834428997248,94.15719986007304,5.9472427935952865,76.20435957564214
0.275,0.7,0.025,2.6242217044003775e-9,30.99999999993783,2100.000000000054,15.00000000000063,31.1668344289972,94.15719986007315,5.94724279359529,74.6296004398653
0.3,0.6749999999999999,0.025,2.6554323927086806e-9,30.999999999939273,2100.000000000055,15.00000000000063,31.166834428997138,94.15719986007318,5.9472427935952865,73.05484130408841
0.325,0.65,0.025,2.6932027271057986e-9,30.999999999940655,2100.000000000056,15.00000000000063,31.166834428997102,94.15719986007315,5.947242793595279,71.4800821683115
0.35,0.625,0.025,2.7266318397316796e-9,30.99999999994193,2100.0000000000564,15.000000000000629,31.16683442899702,94.1571998600732,5.947242793595276,69.9053230325346
0.375,0.6,0.025,2.7609966286365304e-9,30.999999999943142,2100.0000000000573,15.00000000000063,31.166834428997007,94.15719986007325,5.947242793595279,68.33056389675771
0.4,0.575,0.025,2.7972652483023077e-9,30.999999999944336,2100.000000000058,15.00000000000063,31.166834428996975,94.15719986007326,5.947242793595279,66.7558047609808
0.425,0.5499999999999999,0.025,2.8391911793057095e-9,30.99999999994547,2100.0000000000596,15.000000000000629,31.166834428996953,94.1571998600734,5.947242793595276,65.18104562520395
0.45,0.525,0.025,2.8743396076476575e-9,30.999999999946542,2100.0000000000605,15.000000000000629,31.16683442899694,94.15719986007345,5.947242793595272,63.60628648942707
0.475,0.5,0.025,2.915510025097264e-9,30.999999999947626,2100.0000000000614,15.000000000000629,31.166834428996907,94.15719986007346,5.947242793595272,62.03152735365014
0.5,0.475,0.025,2.9479330342998244e-9,30.999999999948578,2100.0000000000623,15.000000000000629,31.166834428996886,94.15719986007353,5.947242793595279,60.45676821787325
0.525,0.44999999999999996,0.025,2.9925755281693262e-9,30.999999999949658,2100.0000000000637,15.000000000000629,31.16683442899689,94.1571998600736,5.947242793595276,58.88200908209636
0.55,0.42499999999999993,0.025,3.03779990866122e-9,30.999999999950557,2100.0000000000646,15.000000000000629,31.166834428996864,94.15719986007375,5.947242793595276,57.3072499463195
0.575,0.4,0.025,3.0824748227924848e-9,30.99999999995143,2100.000000000066,15.000000000000627,31.16683442899688,94.15719986007382,5.947242793595279,55.732490810542615
0.6,0.375,0.025,3.1268460612489414e-9,30.999999999952326,2100.000000000067,15.000000000000627,31.16683442899687,94.15719986007386,5.947242793595279,54.1577316747657
0.625,0.35,0.025,3.1729416028690608e-9,30.999999999953175,2100.000000000068,15.000000000000627,31.166834428996875,94.15719986007397,5.947242793595283,52.58297253898881
0.65,0.32499999999999996,0.025,3.223829199650018e-9,30.99999999995396,2100.0000000000696,15.000000000000627,31.166834428996903,94.15719986007403,5.9472427935952865,51.008213403211926
0.675,0.29999999999999993,0.025,3.2656308358337585e-9,30.99999999995472,2100.000000000071,15.000000000000627,31.166834428996903,94.15719986007414,5.94724279359529,49.43345426743503
0.7,0.275,0.025,3.3254256972051412e-9,30.999999999955506,2100.0000000000723,15.000000000000625,31.166834428996925,94.15719986007427,5.94724279359529,47.85869513165815
0.725,0.25,0.025,3.3795247721468897e-9,30.999999999956295,2100.0000000000737,15.000000000000627,31.16683442899695,94.15719986007434,5.947242793595301,46.28393599588125
0.75,0.225,0.025,3.4346784539662648e-9,30.999999999956938,2100.000000000075,15.000000000000627,31.16683442899698,94.15719986007448,5.947242793595297,44.70917686010438
0.775,0.19999999999999998,0.025,3.4893638508998104e-9,30.999999999957645,2100.000000000077,15.000000000000625,31.166834428997007,94.15719986007461,5.947242793595311,43.13441772432748
0.8,0.17499999999999996,0.025,3.5478133244545354e-9,30.999999999958327,2100.000000000078,15.000000000000625,31.16683442899704,94.15719986007478,5.947242793595311,41.5596585885506
0.825,0.15000000000000005,0.025,3.6082469541153336e-9,30.99999999995896,2100.00000000008,15.000000000000625,31.166834428997078,94.15719986007488,5.947242793595315,39.9848994527737
0.85,0.12500000000000003,0.025,3.672862028473211e-9,30.99999999995956,2100.000000000082,15.000000000000625,31.166834428997127,94.15719986007502,5.947242793595322,38.41014031699682
0.875,0.1,0.025,3.735890057625837e-9,30.99999999996019,2100.0000000000837,15.000000000000625,31.16683442899717,94.15719986007518,5.947242793595329,36.83538118121992
0.9,0.07499999999999998,0.025,3.806143969752943e-9,30.999999999960757,2100.000000000086,15.000000000000625,31.166834428997234,94.15719986007535,5.947242793595333,35.26062204544304
0.925,0.049999999999999954,0.025,3.875869462723716e-9,30.999999999961354,2100.0000000000878,15.000000000000625,31.1668344289973,94.15719986007551,5.94724279359534,33.685862909666156
0.95,0.025000000000000043,0.025,3.944352265308272e-9,30.999999999961904,2100.00000000009,15.000000000000624,31.166834428997348,94.1571998600757,5.947242793595354,32.11110377388926
0.975,2.0816681711721685e-17,0.025,4.0191687675498075e-9,30.999999999962437,2100.0000000000923,15.000000000000625,31.16683442899743,94.1571998600759,5.947242793595361,30.536344638112382
0.0,0.95,0.05,2.362227763636441e-9,30.999999999914568,2100.0000000000477,15.000000000000648,31.166834428998463,94.15719986007322,5.947242793595386,89.74670200674932
0.025,0.9249999999999999,0.05,2.392273328375891e-9,30.99999999991701,2100.000000000048,15.000000000000647,31.166834428998335,94.15719986007318,5.947242793595368,88.1719428709724
0.05,0.8999999999999999,0.05,2.418337101759395e-9,30.999999999919687,2100.000000000049,15.000000000000647,31.166834428998193,94.1571998600732,5.947242793595358,86.59718373519554
0.075,0.875,0.05,2.445832562577563e-9,30.999999999921933,2100.0000000000496,15.000000000000647,31.16683442899808,94.15719986007315,5.947242793595354,85.02242459941861
0.1,0.85,0.05,2.4729928213609167e-9,30.99999999992412,2100.0000000000505,15.000000000000647,31.16683442899797,94.15719986007318,5.94724279359534,83.44766546364175
0.125,0.825,0.05,2.5029024345936214e-9,30.999999999926214,2100.000000000051,15.000000000000647,31.166834428997863,94.15719986007316,5.947242793595333,81.87290632786485
0.15,0.7999999999999999,0.05,2.538708492444176e-9,30.999999999928228,2100.000000000052,15.000000000000645,31.16683442899776,94.1571998600732,5.947242793595326,80.29814719208798
0.175,0.7749999999999999,0.05,2.56552284280834e-9,30.999999999930107,2100.0000000000523,15.000000000000645,31.166834428997685,94.15719986007323,5.947242793595333,78.72338805631111
0.2,0.75,0.05,2.596771540480176e-9,30.999999999931987,2100.000000000053,15.000000000000645,31.166834428997603,94.15719986007323,5.947242793595315,77.14862892053422
0.225,0.725,0.05,2.6341938775867683e-9,30.99999999993366,2100.000000000054,15.000000000000645,31.16683442899753,94.1571998600733,5.947242793595311,75.57386978475735
0.25,0.7,0.05,2.6613004398652144e-9,30.999999999935323,2100.000000000055,15.000000000000643,31.166834428997454,94.15719986007328,5.947242793595315,73.99911064898042
0.275,0.6749999999999999,0.05,2.6989671220669418e-9,30.999999999936865,2100.0000000000555,15.000000000000645,31.16683442899739,94.15719986007333,5.947242793595304,72.42435151320353
0.3,0.6499999999999999,0.05,2.7300974497984284e-9,30.99999999993833,2100.0000000000564,15.000000000000645,31.166834428997344,94.15719986007336,5.947242793595304,70.84959237742665
0.325,0.625,0.05,2.7671752494642236e-9,30.999999999939696,2100.0000000000573,15.000000000000643,31.166834428997287,94.15719986007346,5.947242793595304,69.27483324164979
0.35,0.6,0.05,2.8063567661100046e-9,30.999999999940908,2100.000000000058,15.000000000000645,31.166834428997273,94.15719986007348,5.947242793595308,67.70007410587289
0.375,0.575,0.05,2.8422553459470464e-9,30.99999999994232,2100.000000000059,15.000000000000643,31.16683442899722,94.15719986007352,5.947242793595304,66.12531497009599
0.4,0.5499999999999999,0.05,2.880683969632786e-9,30.999999999943554,2100.00000000006,15.000000000000643,31.166834428997188,94.15719986007358,5.947242793595301,64.5505558343191
0.425,0.5249999999999999,0.05,2.909179019509433e-9,30.999999999944702,2100.0000000000614,15.000000000000643,31.166834428997163,94.15719986007365,5.947242793595297,62.97579669854221
0.45,0.5,0.05,2.9595758475759585e-9,30.999999999945842,2100.0000000000623,15.000000000000643,31.16683442899714,94.15719986007369,5.947242793595301,61.401037562765325
0.475,0.47500000000000003,0.05,3.001425527752677e-9,30.99999999994693,2100.000000000063,15.000000000000643,31.166834428997124,94.15719986007376,5.947242793595301,59.82627842698844
0.5,0.45,0.05,3.050224543932709e-9,30.999999999947907,2100.0000000000646,15.000000000000641,31.166834428997106,94.15719986007389,5.947242793595301,58.251519291211565
0.525,0.425,0.05,3.089042735722493e-9,30.99999999994902,2100.0000000000655,15.000000000000641,31.1668344289971,94.15719986007392,5.947242793595301,56.67676015543466
0.55,0.39999999999999997,0.05,3.1348506460107784e-9,30.999999999949928,2100.000000000067,15.000000000000641,31.166834428997095,94.15719986007402,5.947242793595304,55.10200101965777
0.575,0.37500000000000006,0.05,3.1810109025636993e-9,30.999999999950855,2100.000000000068,15.000000000000641,31.166834428997095,94.1571998600741,5.947242793595304,53.52724188388088
0.6,0.35000000000000003,0.05,3.230990109340796e-9,30.999999999951687,2100.0000000000696,15.000000000000641,31.166834428997106,94.15719986007423,5.947242793595311,51.952482748104
0.625,0.325,0.05,3.2809887521930323e-9,30.99999999995265,2100.000000000071,15.000000000000641,31.16683442899711,94.1571998600743,5.947242793595308,50.3777236123271
0.65,0.3,0.05,3.3355934265432253e-9,30.99999999995344,2100.0000000000723,15.000000000000641,31.16683442899713,94.15719986007444,5.9472427935953185,48.80296447655023
0.675,0.27499999999999997,0.05,3.3884430917809367e-9,30.99999999995422,2100.0000000000737,15.000000000000641,31.166834428997134,94.15719986007451,5.947242793595315,47.228205340773314
0.7,0.25000000000000006,0.05,3.4396613418154272e-9,30.999999999955016,2100.000000000075,15.00000000000064,31.166834428997156,94.15719986007463,5.947242793595322,45.65344620499643
0.725,0.22500000000000003,0.05,3.494256816384906e-9,30.99999999995573,2100.000000000077,15.00000000000064,31.166834428997195,94.15719986007475,5.947242793595329,44.07868706921956
0.75,0.2,0.05,3.5566101366708834e-9,30.999999999956497,2100.000000000078,15.00000000000064,31.166834428997223,94.15719986007488,5.947242793595322,42.503927933442654
0.775,0.175,0.05,3.6165913792423863e-9,30.999999999957172,2100.00000000008,15.00000000000064,31.166834428997248,94.15719986007498,5.94724279359534,40.92916879766576
0.8,0.14999999999999997,0.05,3.6801520981551397e-9,30.999999999957847,2100.000000000082,15.00000000000064,31.166834428997294,94.15719986007514,5.947242793595343,39.35440966188887
0.825,0.12500000000000006,0.05,3.745385465335812e-9,30.999999999958536,2100.0000000000837,15.00000000000064,31.166834428997348,94.15719986007528,5.947242793595343,37.77965052611199
0.85,0.10000000000000002,0.05,3.812685385628304e-9,30.999999999959158,2100.0000000000855,15.00000000000064,31.16683442899739,94.15719986007542,5.947242793595354,36.20489139033509
0.875,0.075,0.05,3.881236944126471e-9,30.99999999995975,2100.0000000000878,15.00000000000064,31.16683442899746,94.15719986007562,5.947242793595354,34.63013225455822
0.9,0.049999999999999975,0.05,3.949740202616032e-9,30.999999999960465,2100.00000000009,15.000000000000636,31.1668344289975,94.15719986007579,5.947242793595368,33.05537311878131
0.925,0.024999999999999953,0.05,4.03094298050914e-9,30.999999999961,2100.0000000000923,15.00000000000064,31.166834428997596,94.15719986007602,5.947242793595379,31.480613983004446
0.95,4.163336342344337e-17,0.05,4.107604504128708e-9,30.999999999961528,2100.0000000000946,15.000000000000638,31.166834428997653,94.15719986007616,5.947242793595386,29.90585484722754
0.0,0.925,0.075,2.4231477008956637e-9,30.99999999991275,2100.000000000049,15.00000000000066,31.166834428998712,94.15719986007346,5.947242793595404,87.54145308008762
0.025,0.9,0.075,2.4515881465901597e-9,30.9999999999154,2100.0000000000496,15.00000000000066,31.166834428998563,94.15719986007342,5.9472427935953895,85.96669394431069
0.05,0.875,0.075,2.4801980821058715e-9,30.999999999918003,2100.0000000000505,15.00000000000066,31.16683442899844,94.15719986007343,5.9472427935953895,84.39193480853383
0.075,0.8500000000000001,0.075,2.5090926860212582e-9,30.999999999920416,2100.000000000051,15.00000000000066,31.1668344289983,94.1571998600734,5.947242793595372,82.81717567275693
0.1,0.8250000000000001,0.075,2.5377134450732967e-9,30.99999999992275,2100.000000000052,15.00000000000066,31.166834428998186,94.15719986007342,5.947242793595361,81.24241653698004
0.125,0.8,0.075,2.5702055331795136e-9,30.999999999924878,2100.0000000000523,15.00000000000066,31.166834428998094,94.15719986007346,5.947242793595365,79.66765740120319
0.15,0.775,0.075,2.600669456209657e-9,30.999999999927024,2100.000000000053,15.00000000000066,31.166834428997998,94.15719986007348,5.9472427935953505,78.09289826542631
0.175,0.75,0.075,2.6326478796139268e-9,30.99999999992893,2100.000000000054,15.000000000000659,31.166834428997895,94.15719986007349,5.9472427935953505,76.51813912964941
0.2,0.7250000000000001,0.075,2.6666224087446168e-9,30.999999999930825,2100.0000000000546,15.000000000000659,31.166834428997802,94.15719986007349,5.947242793595347,74.9433799938725
0.225,0.7000000000000001,0.075,2.701256280530192e-9,30.99999999993252,2100.0000000000555,15.000000000000659,31.166834428997742,94.15719986007352,5.947242793595343,73.3686208580956
0.25,0.675,0.075,2.736246455893423e-9,30.999999999934058,2100.0000000000564,15.000000000000659,31.166834428997674,94.15719986007355,5.947242793595336,71.79386172231871
0.275,0.65,0.075,2.772201275790534e-9,30.999999999935763,2100.0000000000573,15.000000000000659,31.166834428997618,94.1571998600736,5.947242793595336,70.21910258654184
0.3,0.625,0.075,2.808525042763174e-9,30.999999999937327,2100.000000000058,15.000000000000659,31.166834428997554,94.15719986007363,5.947242793595333,68.64434345076494
0.325,0.6000000000000001,0.075,2.845493226192856e-9,30.999999999938794,2100.000000000059,15.000000000000657,31.166834428997504,94.1571998600737,5.947242793595326,67.06958431498806
0.35,0.5750000000000001,0.075,2.883367701127859e-9,30.999999999940137,2100.00000000006,15.000000000000657,31.166834428997465,94.15719986007372,5.947242793595336,65.49482517921115
0.375,0.55,0.075,2.922823582103954e-9,30.99999999994147,2100.000000000061,15.000000000000657,31.166834428997436,94.1571998600738,5.947242793595322,63.92006604343428
0.4,0.525,0.075,2.966226302685801e-9,30.99999999994272,2100.0000000000623,15.000000000000657,31.1668344289974,94.15719986007387,5.947242793595326,62.345306907657395
0.425,0.49999999999999994,0.075,3.007674695545678e-9,30.999999999943938,2100.000000000063,15.000000000000657,31.166834428997376,94.15719986007389,5.947242793595329,60.77054777188047
0.45,0.47500000000000003,0.075,3.0579604399376893e-9,30.999999999945096,2100.0000000000646,15.000000000000657,31.16683442899737,94.157199860074,5.947242793595326,59.19578863610362
0.475,0.45,0.075,3.099367847220705e-9,30.999999999946255,2100.0000000000655,15.000000000000655,31.166834428997337,94.15719986007409,5.947242793595311,57.62102950032673
0.5,0.425,0.075,3.140387171191179e-9,30.9999999999473,2100.000000000067,15.000000000000655,31.16683442899733,94.15719986007414,5.947242793595322,56.04627036454983
0.525,0.39999999999999997,0.075,3.1882697020693024e-9,30.999999999948283,2100.000000000068,15.000000000000657,31.166834428997333,94.1571998600742,5.947242793595329,54.47151122877293
0.55,0.37499999999999994,0.075,3.2353717462945926e-9,30.999999999949356,2100.000000000069,15.000000000000655,31.166834428997298,94.15719986007431,5.947242793595322,52.89675209299603
0.575,0.35000000000000003,0.075,3.2870957524811872e-9,30.99999999995023,2100.0000000000705,15.000000000000655,31.16683442899733,94.15719986007441,5.947242793595329,51.32199295721916
0.6,0.325,0.075,3.3450943678144696e-9,30.99999999995116,2100.000000000072,15.000000000000655,31.16683442899733,94.15719986007451,5.947242793595333,49.747233821442265
0.625,0.3,0.075,3.3945095670408338e-9,30.999999999952053,2100.0000000000737,15.000000000000655,31.16683442899735,94.15719986007464,5.947242793595336,48.172474685665385
0.65,0.27499999999999997,0.075,3.4518087640492168e-9,30.999999999952877,2100.000000000075,15.000000000000655,31.16683442899737,94.15719986007473,5.94724279359534,46.597715549888484
0.675,0.24999999999999994,0.075,3.507049721823236e-9,30.999999999953708,2100.0000000000764,15.000000000000655,31.166834428997376,94.15719986007484,5.94724279359534,45.02295641411158
0.7,0.22500000000000003,0.075,3.5649376445656558e-9,30.999999999954504,2100.000000000078,15.000000000000655,31.16683442899742,94.15719986007504,5.947242793595347,43.44819727833473
0.725,0.2,0.075,3.62490911947128e-9,30.999999999955264,2100.00000000008,15.000000000000654,31.166834428997436,94.15719986007514,5.947242793595358,41.87343814255782
0.75,0.175,0.075,3.6913843688192145e-9,30.999999999956007,2100.000000000082,15.000000000000654,31.166834428997486,94.15719986007522,5.947242793595365,40.29867900678093
0.775,0.14999999999999997,0.075,3.756845087971413e-9,30.99999999995672,2100.0000000000837,15.000000000000654,31.166834428997518,94.1571998600754,5.947242793595361,38.723919871004036
0.8,0.12499999999999996,0.075,3.8228839011430246e-9,30.999999999957424,2100.0000000000855,15.000000000000654,31.16683442899757,94.15719986007556,5.947242793595375,37.14916073522715
0.825,0.10000000000000005,0.075,3.897173081152554e-9,30.999999999958067,2100.0000000000878,15.000000000000654,31.16683442899763,94.1571998600757,5.947242793595386,35.57440159945027
0.85,0.07500000000000002,0.075,3.968583120079984e-9,30.999999999958753,2100.0000000000896,15.000000000000652,31.166834428997667,94.1571998600759,5.9472427935953895,33.99964246367336
0.875,0.05,0.075,4.043708563350853e-9,30.999999999959396,2100.000000000092,15.000000000000652,31.166834428997745,94.15719986007608,5.9472427935953895,32.42488332789649
0.9,0.02499999999999998,0.075,4.120827018840076e-9,30.999999999959982,2100.000000000094,15.000000000000652,31.16683442899781,94.15719986007623,5.947242793595397,30.850124192119587
0.925,-4.163336342344337e-17,0.075,4.202567839534477e-9,30.999999999960558,2100.000000000097,15.000000000000652,31.166834428997895,94.15719986007646,5.947242793595407,29.275365056342704
0.0,0.9,0.1,2.483131128021135e-9,30.99999999991063,2100.00000000005,15.000000000000677,31.166834428998985,94.15719986007373,5.947242793595436,85.3362041534259
0.025,0.875,0.1,2.5123199902264788e-9,30.999999999913573,2100.000000000051,15.000000000000677,31.166834428998822,94.1571998600737,5.9472427935954215,83.76144501764901
0.05,0.85,0.1,2.545459970045309e-9,30.999999999916316,2100.000000000052,15.000000000000675,31.16683442899868,94.15719986007369,5.947242793595404,82.18668588187211
0.075,0.8250000000000001,0.1,2.5712443608848143e-9,30.999999999918796,2100.0000000000523,15.000000000000677,31.16683442899855,94.1571998600737,5.9472427935954,80.61192674609525
0.1,0.8,0.1,2.606330494580491e-9,30.999999999921236,2100.000000000053,15.000000000000677,31.16683442899844,94.15719986007372,5.947242793595397,79.03716761031836
0.125,0.775,0.1,2.637332740240434e-9,30.999999999923514,2100.0000000000537,15.000000000000675,31.16683442899831,94.15719986007367,5.947242793595386,77.46240847454143
0.15,0.75,0.1,2.6712165960591324e-9,30.999999999925652,2100.0000000000546,15.000000000000675,31.166834428998225,94.15719986007366,5.947242793595379,75.88764933876452
0.175,0.725,0.1,2.7053984543745402e-9,30.99999999992768,2100.0000000000555,15.000000000000675,31.166834428998115,94.15719986007373,5.947242793595375,74.31289020298766
0.2,0.7000000000000001,0.1,2.7399397848193484e-9,30.999999999929546,2100.0000000000564,15.000000000000675,31.16683442899804,94.15719986007376,5.947242793595365,72.73813106721079
