pressure_altitude,temperature,propeller_pitch,manifold_pressure,optimal_power,optimal_airspeed,optimal_fc,objective_value
2062.499999993971,32.000000000905644,2400.0000000000005,15.999999999999998,44.778966355150686,115.72846622219042,7.575325859382399,6.401412685309855e11
